Gene stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
ENSMUSG00000025269		F7CPY7
ENSMUSG00000062373	Q4VAE3	
ENSMUSG00000039330		A0A494BAR6
ENSMUSG00000039330		F7A1F0
ENSMUSG00000033032	Q8BZI0	B2RSM5
ENSMUSG00000020593		A0A5F8MQ53
ENSMUSG00000037085	Q8BG71	
ENSMUSG00000020593		E9QKQ5
ENSMUSG00000020593		A0A5F8MPG1
ENSMUSG00000037075		A0A0R4J0K8
ENSMUSG00000020593		A0A1Y7VLN4
ENSMUSG00000115463		A0A2I3BRG9
ENSMUSG00000022972	Q8BL95	
ENSMUSG00000041138		A0A1Y7VK46
ENSMUSG00000022972		F7C0A6
ENSMUSG00000020593		A0A1Y7VJ01
ENSMUSG00000022972		D6REH7
ENSMUSG00000022972		D3YZC4
ENSMUSG00000022972		D3YUI6
ENSMUSG00000037957		Q9D721
ENSMUSG00000037957		A0A0A6YX87
ENSMUSG00000037957		Q3UWE6
ENSMUSG00000037957		A0A0A6YXV5
ENSMUSG00000022790		D3Z6S7
ENSMUSG00000024914		F6T9K1
ENSMUSG00000020591		A0A1Y7VIR1
ENSMUSG00000025270	P08680	A2AFM0
ENSMUSG00000024914	Q9D6N5	Q4FJW2
ENSMUSG00000022790	P0C673	
ENSMUSG00000020591	P70310	
ENSMUSG00000025270		A2AFM1
ENSMUSG00000024914		D3YYC2
ENSMUSG00000020591		A0A1Y7VN85
ENSMUSG00000020591		A0A1Y7VNS4
ENSMUSG00000024914		D3YY09
ENSMUSG00000024914		G3UXH5
ENSMUSG00000041138	Q715T0	
ENSMUSG00000032735	Q69ZX8	
ENSMUSG00000047423	Q8VD62	
ENSMUSG00000068617	Q9D3N2	
ENSMUSG00000047462		B9EKH0
ENSMUSG00000024912	P48755	Q3UMK5
ENSMUSG00000063905		O88245
ENSMUSG00000024912		A0A494BAK3
ENSMUSG00000095098	Q6PDY0	
ENSMUSG00000095098		A0A494B9B6
ENSMUSG00000053101	Q7TQP0	
ENSMUSG00000053101		A0A1Y7VM27
ENSMUSG00000021244		E9Q803
ENSMUSG00000021244		D3YWX2
ENSMUSG00000045629		Q3UPD8
ENSMUSG00000021244		F6YTL8
ENSMUSG00000045629	Q80VA5	
ENSMUSG00000033792		A2AG68
ENSMUSG00000045629		A0A494BAH3
ENSMUSG00000045730	P18762	
ENSMUSG00000033792	Q64430	
ENSMUSG00000021244	Q9R0I7	
ENSMUSG00000033777	Q6R5N8	
ENSMUSG00000056458		Q5M8P5
ENSMUSG00000021322	O35298	
ENSMUSG00000021322		Q5FW74
ENSMUSG00000056458	Q9WVS4	
ENSMUSG00000056458		H3BLH6
ENSMUSG00000062070	P09411	
ENSMUSG00000042869		Q8VFG4
ENSMUSG00000062070		S4R2M7
ENSMUSG00000024400		Q8K1G7
ENSMUSG00000022973		D3Z656
ENSMUSG00000042320	Q8BII1	
ENSMUSG00000024400		A0A3Q4EGD8
ENSMUSG00000022973		F7BQW7
ENSMUSG00000022973		F7CD11
ENSMUSG00000021271		A0A1Y7VL21
ENSMUSG00000022973		F6XIX0
ENSMUSG00000022973		A0A338P6C7
ENSMUSG00000022973		F6VSS8
ENSMUSG00000022973		A0A338P6V7
ENSMUSG00000047242	Q6NZA9	
ENSMUSG00000021271		E9PUU5
ENSMUSG00000021271		A0A1Y7VNF0
ENSMUSG00000024400	Q8K4P0	
ENSMUSG00000022973		D3Z1M7
ENSMUSG00000047242		A2AP82
ENSMUSG00000024400		Q9D1P6
ENSMUSG00000047242		A2AP81
ENSMUSG00000022973		E9Q7S0
ENSMUSG00000025083	Q5DTU0	
ENSMUSG00000044982	Q9CSV6	
ENSMUSG00000022674		A6X925
ENSMUSG00000079641	P62892	Q505A8
ENSMUSG00000022674	Q9D2M8	Q4VBX4
ENSMUSG00000025083		A0A0R4J1L6
ENSMUSG00000022674	Q9D2M8	
ENSMUSG00000025083		D3YYQ6
ENSMUSG00000022674		B2KF55
ENSMUSG00000025083		D3YZD3
ENSMUSG00000025083		A0A286YCN9
ENSMUSG00000026322	P97288	
ENSMUSG00000112449	P14576	
ENSMUSG00000026322		A0A494BA82
ENSMUSG00000112449		A0A1W2P809
ENSMUSG00000073012		A2AP83
ENSMUSG00000094103	Q8BR63	
ENSMUSG00000024395		A0A3Q4EC95
ENSMUSG00000005705	P56473	Q3UU47
ENSMUSG00000024911	Q9JI19	
ENSMUSG00000022673	P49717	Q542F4
ENSMUSG00000005705		A0A0A6YX09
ENSMUSG00000024395	Q91XD2	
ENSMUSG00000022673		A0A2R8VKJ4
ENSMUSG00000022673		A0A2R8VHP7
ENSMUSG00000022150		Q3TRE6
ENSMUSG00000024395		A0A286YD07
ENSMUSG00000024911		Q8K2D8
ENSMUSG00000022150		A0A1Y7VGS2
ENSMUSG00000021666		E0CY79
ENSMUSG00000022150		Q9DCE6
ENSMUSG00000024395		A0A286YCF2
ENSMUSG00000024395		A0A286YCS7
ENSMUSG00000036572		Q3ULL6
ENSMUSG00000024395		A0A286YDH9
ENSMUSG00000036572		F6Q8N5
ENSMUSG00000022150		A0A0R4J104
ENSMUSG00000052229	Q6NS65	
ENSMUSG00000021276	Q9D0V8	
ENSMUSG00000021276		A0A1Y7VN75
ENSMUSG00000021276		A0A1Y7VMU4
ENSMUSG00000021276		A0A1Y7VLF5
ENSMUSG00000021276		A0A1Y7VNN8
ENSMUSG00000022150		E9PX84
ENSMUSG00000021276		A0A1Y7VJ98
ENSMUSG00000022150		E0CXT5
ENSMUSG00000021276		A0A1Y7VMK7
ENSMUSG00000022150		E0CYJ2
ENSMUSG00000022150		E0CZ53
ENSMUSG00000022150		F6TQN9
ENSMUSG00000022150		E9QL31
ENSMUSG00000021276		A0A1Y7VJ59
ENSMUSG00000024910	P56203	Q8C2M0
ENSMUSG00000024910		A0A494BA69
ENSMUSG00000038604	Q68FE6	
ENSMUSG00000016409	Q9D0F4	
ENSMUSG00000022974	P58501	
ENSMUSG00000036551		Q3V0I7
ENSMUSG00000021938	Q8R326	
ENSMUSG00000005698	Q61164	
ENSMUSG00000021938		F7D909
ENSMUSG00000016427	O35683	Q545K0
ENSMUSG00000036537		Q8R3P8
ENSMUSG00000031618		D3Z7J4
ENSMUSG00000022974		F6YY19
ENSMUSG00000022974		F6YS88
ENSMUSG00000073243		Q3UKW5
ENSMUSG00000050891		A0A0R4J1E8
ENSMUSG00000071773		B1APN4
ENSMUSG00000024388	Q99MZ6	
ENSMUSG00000050891		A0A2I3BPH0
ENSMUSG00000050891	Q6P8M1	
ENSMUSG00000039851	Q9D4G1	
ENSMUSG00000039851		D3Z4P0
ENSMUSG00000050891		A0A2I3BQN9
ENSMUSG00000004789	Q9D2G2	
ENSMUSG00000051827		Q9D4Y3
ENSMUSG00000050891		A0A571BEN9
ENSMUSG00000050891		A0A2I3BQ56
ENSMUSG00000051827		G3UYY0
ENSMUSG00000050891		A0A2I3BPK2
ENSMUSG00000022354	Q9CQJ8	
ENSMUSG00000004789		A0A1Y7VN44
ENSMUSG00000031618		A3KN90
ENSMUSG00000031618		D6RIL1
ENSMUSG00000031618		D3Z7F2
ENSMUSG00000031618		D3Z473
ENSMUSG00000031618		E9Q8M8
ENSMUSG00000021666	Q8R2Q4	
ENSMUSG00000022149	P06683	A0A0R4J032
ENSMUSG00000055639	Q9QYB2	
ENSMUSG00000022149		H3BL17
ENSMUSG00000024909	Q9WVJ9	Q542X5
ENSMUSG00000022149		H3BKN4
ENSMUSG00000050357		S0DHL8
ENSMUSG00000024909		E9Q1U0
ENSMUSG00000024384	Q8C1D8	
ENSMUSG00000079108		E9PXC0
ENSMUSG00000022149		A0A0R4J032
ENSMUSG00000024909		A0A494BBF0
ENSMUSG00000024384		A0A1D5RLV0
ENSMUSG00000022148		A0A2I3BRH1
ENSMUSG00000022148		A0A2I3BPY6
ENSMUSG00000033737	Q6DFV6	
ENSMUSG00000024384		A0A1D5RM16
ENSMUSG00000024384		A0A1D5RLS6
ENSMUSG00000024384		A0A1D5RMB4
ENSMUSG00000024909		E9Q3F3
ENSMUSG00000024909		E9Q3N9
ENSMUSG00000033737		A2AMR1
ENSMUSG00000033737		A2AMR3
ENSMUSG00000024909		E9Q2A0
ENSMUSG00000033737		A2AMR4
ENSMUSG00000024909		G5E8D6
ENSMUSG00000021666		Q8C1C2
ENSMUSG00000024909		A0A494BAR1
ENSMUSG00000052821	Q99JA4	
ENSMUSG00000024909		E9PYW6
ENSMUSG00000024909		F7AYH6
ENSMUSG00000021666		E9Q7N5
ENSMUSG00000024909		E9Q2T8
ENSMUSG00000024909		F6Z1C2
ENSMUSG00000021666		E0CXH2
ENSMUSG00000022708		E0CX28
ENSMUSG00000024909		F6R0V7
ENSMUSG00000024386	P33587	
ENSMUSG00000040123	Q3U2E2	
ENSMUSG00000024386		A0A3Q4EGJ8
ENSMUSG00000071772		Q4TU90
ENSMUSG00000021666		F7B693
ENSMUSG00000040123		A0A286YDI0
ENSMUSG00000071772		V9GXY5
ENSMUSG00000071772		V9GX94
ENSMUSG00000024386		A0A3Q4EBY5
ENSMUSG00000024386		A0A3Q4EC18
ENSMUSG00000024386		A0A3Q4EGI8
ENSMUSG00000079639		Q9D3I8
ENSMUSG00000031592		A0A1B0GT33
ENSMUSG00000073010		Q3UQH6
ENSMUSG00000022148	O35601	B2RUR0
ENSMUSG00000022148		F6V072
ENSMUSG00000095601		Q4TU90
ENSMUSG00000095601		V9GWU0
ENSMUSG00000021665	P20060	Q3TXR9
ENSMUSG00000095601		V9GXQ1
ENSMUSG00000022708	Q8K0L9	
ENSMUSG00000055341		A0A286YD33
ENSMUSG00000055341		A0A286YD11
ENSMUSG00000055341		L7N1X4
ENSMUSG00000094945		Q9D3I8
ENSMUSG00000024906		F6VIY4
ENSMUSG00000047686	Q6P1Y1	
ENSMUSG00000022708		E0CXK1
ENSMUSG00000024383		G5E8L8
ENSMUSG00000079638		A2A447
ENSMUSG00000057842		Q8BIN6
ENSMUSG00000057842		B9EIT6
ENSMUSG00000024906	Q91ZJ0	
ENSMUSG00000049929	Q8BLG2	
ENSMUSG00000098781		L7N1X0
ENSMUSG00000022708		E0CYJ9
ENSMUSG00000036523	Q3UHK3	
ENSMUSG00000022708		E0CXT9
ENSMUSG00000022708		
ENSMUSG00000036523		E0CXG4
ENSMUSG00000071771		Q9JI43
ENSMUSG00000022708		E0CYH3
ENSMUSG00000024906		A0A494BB15
ENSMUSG00000022353		G3X9H7
ENSMUSG00000024906		F8WIN9
ENSMUSG00000050921	Q8BFU7	
ENSMUSG00000024906		D6RCJ5
ENSMUSG00000050921		F6SDQ0
ENSMUSG00000036523		F6U5E3
ENSMUSG00000021366		F8VPM9
ENSMUSG00000036523		F6TVY7
ENSMUSG00000021366		A0A1Y7VJI1
ENSMUSG00000024382	P49135	
ENSMUSG00000036523		E0CYD8
ENSMUSG00000021366		A0A1Y7VJI7
ENSMUSG00000022353		A0A2I3BQ92
ENSMUSG00000021366		A0A1Y7VLH2
ENSMUSG00000079637		V9GXB9
ENSMUSG00000022353		A0A2I3BQ67
ENSMUSG00000071552		A0A0B4J1G6
ENSMUSG00000022353		A0A2I3BPM9
ENSMUSG00000079637		A2AWL9
ENSMUSG00000079637		G3UYU2
ENSMUSG00000021367	P22387	Q544E0
ENSMUSG00000079637		V9GX45
ENSMUSG00000109238		A0A140LIV7
ENSMUSG00000054293		Q8BY68
ENSMUSG00000021022	Q9JK24	
ENSMUSG00000054293		A2ASC3
ENSMUSG00000090523	Q78HU7	
ENSMUSG00000054293		A2ASC4
ENSMUSG00000054293		A2ASC2
ENSMUSG00000090523		G3UXY6
ENSMUSG00000090523		F7D1I5
ENSMUSG00000079636		A2AWM0
ENSMUSG00000024379	Q9JIE6	
ENSMUSG00000079636		K7N6R6
ENSMUSG00000079636		G3UX41
ENSMUSG00000024135		Q8CHZ0
ENSMUSG00000056185	Q80ZJ7	
ENSMUSG00000041852	Q9EPQ8	
ENSMUSG00000056185		A0A494B972
ENSMUSG00000037572		A0A2K6EDP7
ENSMUSG00000079635		Q2MDG1
ENSMUSG00000037572		A0A0R4J1F8
ENSMUSG00000100937		Q99PB1
ENSMUSG00000041852		A0A2R8VHC6
ENSMUSG00000041852		A0A2R8W6K2
ENSMUSG00000037572		A0A2I3BQ38
ENSMUSG00000041852		A0A2R8VKG9
ENSMUSG00000037572	P59328	
ENSMUSG00000095698		W4VSN9
ENSMUSG00000019235	Q8R2S1	
ENSMUSG00000024922	Q9WTJ2	
ENSMUSG00000019235		A0A217FL57
ENSMUSG00000031592	Q9R0L6	
ENSMUSG00000024922		A0A494BAQ0
ENSMUSG00000079633		Q2MDG0
ENSMUSG00000048379	Q91ZA6	
ENSMUSG00000024135		F8WGW3
ENSMUSG00000049562	Q3TAP4	
ENSMUSG00000024135		B7ZWI7
ENSMUSG00000048379		A0A2I3BQ19
ENSMUSG00000049562		A0A494B8Y9
ENSMUSG00000024135		B7ZWI4
ENSMUSG00000021945		A0A286YCD5
ENSMUSG00000004791		A0A1Y7VIW3
ENSMUSG00000071267		B8JJA7
ENSMUSG00000004791	P49764	Q544A5
ENSMUSG00000073008	Q3U507	
ENSMUSG00000053347		Q6NZP4
ENSMUSG00000024925	Q9CQ18	
ENSMUSG00000053347		D3YYH7
ENSMUSG00000024925		A0A494B9C7
ENSMUSG00000053347		G3UXL1
ENSMUSG00000024925		A0A494BBB6
ENSMUSG00000038000		A0A1D5RLA2
ENSMUSG00000024925		F6ZDT4
ENSMUSG00000021945	Q9CU65	
ENSMUSG00000063383		Q8BIQ6
ENSMUSG00000096433		J3QM38
ENSMUSG00000038299		Q3TAQ9
ENSMUSG00000117284		A0A3B2WCF4
ENSMUSG00000096788		Q9D4Y3
ENSMUSG00000096788		V9GXL3
ENSMUSG00000038299		Q3TA68
ENSMUSG00000033972		E9PUS4
ENSMUSG00000021840	Q8BH93	
ENSMUSG00000021840		A0A2I3BRS9
ENSMUSG00000044501		E9QAA1
ENSMUSG00000038000	Q5EE38	B2RS36
ENSMUSG00000031239	Q61500	
ENSMUSG00000021840		A0A2I3BQG9
ENSMUSG00000044501		E9Q8W2
ENSMUSG00000038000		A0A1D5RM77
ENSMUSG00000044501		E9Q462
ENSMUSG00000038000		A0A1D5RLU6
ENSMUSG00000059626		Q4TU90
ENSMUSG00000038128		Q8BGR3
ENSMUSG00000059626		V9GXD0
ENSMUSG00000059626		V9GXK5
ENSMUSG00000038128		A0A3Q4EG96
ENSMUSG00000071266		F6VWU8
ENSMUSG00000021275		Q3UH45
ENSMUSG00000071770		Q504P9
ENSMUSG00000037689	Q497K7	
ENSMUSG00000037689		A0A0J9YTS2
ENSMUSG00000095741		A2ANE0
ENSMUSG00000095741		V9GXW4
ENSMUSG00000050335		D3YZJ2
ENSMUSG00000021275		A0A1Y7VP50
ENSMUSG00000053375	Q9D593	
ENSMUSG00000024378		Q80SX0
ENSMUSG00000095510		A2ANE1
ENSMUSG00000024378		D3YW30
ENSMUSG00000095510		V9GWT1
ENSMUSG00000024378		D3YW24
ENSMUSG00000095510		V9GXR2
ENSMUSG00000024143	Q8R527	
ENSMUSG00000079630		Q2MDF8
ENSMUSG00000024143		D3Z3L1
ENSMUSG00000024143		A0A3Q4EHR0
ENSMUSG00000050335		Q8C253
ENSMUSG00000080933		B9EJQ9
ENSMUSG00000004788	Q99LD9	
ENSMUSG00000031591	Q9WV54	Q78P93
ENSMUSG00000004788		D3Z7J6
ENSMUSG00000079629		V9GXH1
ENSMUSG00000042834	Q07475	Q542Q5
ENSMUSG00000004788		D3Z487
ENSMUSG00000050335		A0A2I3BRE5
ENSMUSG00000021662		A0A571BEH9
ENSMUSG00000050335		D3YVT4
ENSMUSG00000079629		L7MUB9
ENSMUSG00000095093		K7N674
ENSMUSG00000095093		A0A3Q4L380
ENSMUSG00000095093		A0A3Q4EGX1
ENSMUSG00000095093		A0A3Q4EH53
ENSMUSG00000022672	P97313	
ENSMUSG00000087651	P0C913	
ENSMUSG00000031591		D3Z015
ENSMUSG00000031241		G3UXA1
ENSMUSG00000031591		D3Z505
ENSMUSG00000087651		A0A1W2P6X0
ENSMUSG00000024145	O09101	
ENSMUSG00000050310	Q6QI06	
ENSMUSG00000039031		H3BJL1
ENSMUSG00000037531	Q8K2Y7	
ENSMUSG00000005699		D3Z2R1
ENSMUSG00000024146	O70333	
ENSMUSG00000005699		A0A1D5RLU4
ENSMUSG00000022705		A0A2R8VHF0
ENSMUSG00000005699	Q9Z101	
ENSMUSG00000022064		E9Q6K3
ENSMUSG00000022705	P30728	Q0VEC4
ENSMUSG00000005699	Q9Z101	Q3TY70
ENSMUSG00000039031	Q8K0Q5	
ENSMUSG00000039031		H3BLG9
ENSMUSG00000059586	Q91VT1	
ENSMUSG00000021662	P97433	
ENSMUSG00000022671	Q9CQ25	
ENSMUSG00000094921		L7N221
ENSMUSG00000094921		A0A3Q4EG89
ENSMUSG00000022671		A0A2R8VKN7
ENSMUSG00000094921		A0A3Q4EHY5
ENSMUSG00000031241		E9Q5R8
ENSMUSG00000021662	P97433	A0A286YDI4
ENSMUSG00000059586		A0A2I3BS18
ENSMUSG00000071637	Q00322	B9EIA9
ENSMUSG00000031241	Q8K402	
ENSMUSG00000037104	O54928	
ENSMUSG00000031590	P97376	Q78P92
ENSMUSG00000037104		Q3UXZ1
ENSMUSG00000024376	P52963	
ENSMUSG00000020171		A0A1W2P7H0
ENSMUSG00000031241		Q8BKE4
ENSMUSG00000021662		A0A286YCY0
ENSMUSG00000039167	Q923X1	
ENSMUSG00000032501	Q8K4K4	
ENSMUSG00000021662		A0A286YD71
ENSMUSG00000039167		A0A0G2JGY1
ENSMUSG00000020171	Q9CR11	
ENSMUSG00000021023		V9GXF2
ENSMUSG00000079628		Q2MDF7
ENSMUSG00000039167		A0A571BEP4
ENSMUSG00000013155		A0A1D5RMK5
ENSMUSG00000039167		A0A571BF07
ENSMUSG00000059142		Q66L36
ENSMUSG00000021023	Q8JZY4	
ENSMUSG00000013155	Q7TSV9	
ENSMUSG00000021023		V9GXP4
ENSMUSG00000059142		F6WAU7
ENSMUSG00000021023		V9GWT5
ENSMUSG00000020177		Q8BM26
ENSMUSG00000031242	Q9CQD4	
ENSMUSG00000071769		V9GXU1
ENSMUSG00000013158	Q9D4A5	
ENSMUSG00000092111		E9PZA6
ENSMUSG00000071769		V9GWW8
ENSMUSG00000092111		A0A3Q4EIB3
ENSMUSG00000092111		A0A3Q4EG45
ENSMUSG00000069516	P08905	A0A077S2U6
ENSMUSG00000071769		L7MU37
ENSMUSG00000079627		V9GXS0
ENSMUSG00000069515	P17897	A0A077S9N1
ENSMUSG00000079627		K7N6P1
ENSMUSG00000027673	Q9CQH3	
ENSMUSG00000027673		D3Z6W9
ENSMUSG00000021245		A0A1Y7VJX4
ENSMUSG00000027673		F8WI84
ENSMUSG00000027673		F6VXF9
ENSMUSG00000027673		F6Y6V5
ENSMUSG00000041974	Q8BGX7	
ENSMUSG00000027673		D3YX99
ENSMUSG00000027673		D3Z568
ENSMUSG00000024150	Q8K5B2	D0EW11
ENSMUSG00000073007		B1ATX6
ENSMUSG00000073007		B1ATX5
ENSMUSG00000073007		B1ATX4
ENSMUSG00000058099	Q8R4V1	
ENSMUSG00000073006		Q3V0P9
ENSMUSG00000073006		B1ATX8
ENSMUSG00000024150		D3Z1G3
ENSMUSG00000024150		D3Z6A4
ENSMUSG00000024150		D3YVL4
ENSMUSG00000021245		Q68FG1
ENSMUSG00000021245		A0A1Y7VMP7
ENSMUSG00000054414	Q9JKN1	
ENSMUSG00000007817	Q6P1E1	
ENSMUSG00000002617		B1B1D3
ENSMUSG00000041957	Q9CQ73	
ENSMUSG00000002617		G3UVW7
ENSMUSG00000030131	P28666	
ENSMUSG00000058099		A0A2U3TZ64
ENSMUSG00000002617		B1B1D4
ENSMUSG00000008822	P56376	
ENSMUSG00000058099		A0A2R8VI11
ENSMUSG00000008822		E9QJT5
ENSMUSG00000022792		E9PX65
ENSMUSG00000008822		Q8BMV3
ENSMUSG00000071749	Q9D454	
ENSMUSG00000045064		A0A668KL86
ENSMUSG00000045064	Q8CCG1	
ENSMUSG00000091945		E9Q281
ENSMUSG00000022792	Q8BYL4	
ENSMUSG00000091945		A0A3Q4EBX4
ENSMUSG00000028037	Q8BV66	
ENSMUSG00000005148	Q9Z0Z7	
ENSMUSG00000030235		A0A0N4SW25
ENSMUSG00000005148		Q923C0
ENSMUSG00000022792		F7BWC1
ENSMUSG00000039146		F6ZI78
ENSMUSG00000091076		E9Q0E7
ENSMUSG00000091076		A0A3Q4L389
ENSMUSG00000036304	Q5Y5T3	
ENSMUSG00000072294	O35738	
ENSMUSG00000054728	Q2M3X8	
ENSMUSG00000072294		A0A2I3BQ01
ENSMUSG00000036304		B7ZNY9
ENSMUSG00000028036	P43117	Q60I90
ENSMUSG00000036304		B7ZNY8
ENSMUSG00000054728		B1B1B8
ENSMUSG00000034290	Q8K1R7	
ENSMUSG00000042888	Q9D9B7	
ENSMUSG00000054728		A0A668KL56
ENSMUSG00000021248	Q9D1D4	
ENSMUSG00000021248		A0A1Y7VM54
ENSMUSG00000030235		Q66L38
ENSMUSG00000054728		A0A5F8MPI2
ENSMUSG00000063663	A2AHJ4	
ENSMUSG00000054728		A0A5F8MPG5
ENSMUSG00000021250	P01101	
ENSMUSG00000030235	Q9ERB5	
ENSMUSG00000063663		G3UZT0
ENSMUSG00000030235		A0A0N4SUZ6
ENSMUSG00000037148	Q6Y5D8	
ENSMUSG00000030235		A0A0N4SVD7
ENSMUSG00000063663		G3UXF9
ENSMUSG00000101073		Q8R281
ENSMUSG00000019899	Q60675	
ENSMUSG00000101073		A0A2I3BQ12
ENSMUSG00000022146		G3X8V6
ENSMUSG00000019899		A0A1W2P7N3
ENSMUSG00000022146		A0A0R4J268
ENSMUSG00000019899		A0A087WRP2
ENSMUSG00000019899		A0A5F8MPG7
ENSMUSG00000094491		A0A0B4J1H8
ENSMUSG00000094898		Q8R262
ENSMUSG00000031651	Q8BVP1	
ENSMUSG00000022967	P33896	
ENSMUSG00000094379		Q8R259
ENSMUSG00000069289		Q8R273
ENSMUSG00000022967		A0A384DVB8
ENSMUSG00000036918	Q8BGB2	
ENSMUSG00000056900	Q5BKP2	
ENSMUSG00000096580		A0A0B4J1H9
ENSMUSG00000094637		I7HIK1
ENSMUSG00000036918		D3Z0R8
ENSMUSG00000056900		J3QSN2
ENSMUSG00000100296		Q8R276
ENSMUSG00000022967		A0A338P6T9
ENSMUSG00000101578		Q8R277
ENSMUSG00000076505		A0A140T8M8
ENSMUSG00000022967		E9PWM1
ENSMUSG00000056900		G3UXT9
ENSMUSG00000056900		F6ZE47
ENSMUSG00000084136		A0A494BA14
ENSMUSG00000022967		A0A338P6X7
ENSMUSG00000031245	Q9JL35	
ENSMUSG00000072568		D3YXJ5
ENSMUSG00000013150	Q9CYH5	
ENSMUSG00000076508		A0A0G2JDN5
ENSMUSG00000076508		A0A075B5J9
ENSMUSG00000071493		Q8R275
ENSMUSG00000036918		D6RG81
ENSMUSG00000013150		D3Z3T3
ENSMUSG00000071491		Q5NC97
ENSMUSG00000036918		F6ZVR4
ENSMUSG00000061296		Q8R274
ENSMUSG00000094345		A0A075B5K0
ENSMUSG00000031246	Q9JJU8	
ENSMUSG00000096632		A0A0G2JDR3
ENSMUSG00000096632		A0A075B5K2
ENSMUSG00000022347	Q19LI2	
ENSMUSG00000022347		A0A2I3BQV2
ENSMUSG00000061458	Q5RJG1	Q3TUB5
ENSMUSG00000021368		A0A1Y7VIN4
ENSMUSG00000022965		Q63953
ENSMUSG00000022965		D6RIP6
ENSMUSG00000090966	E9Q6I0	
ENSMUSG00000090966		A0A3Q4EH09
ENSMUSG00000090966		A0A3Q4EGR6
ENSMUSG00000091490		E9PW10
ENSMUSG00000090966		A0A3Q4EG82
ENSMUSG00000090966		A0A3Q4EC64
ENSMUSG00000090966		A0A3Q4EIK7
ENSMUSG00000091490		A0A1B0GSQ3
ENSMUSG00000027963	Q9ES89	
ENSMUSG00000027963		Q3TSR0
ENSMUSG00000022964	Q9D1X9	
ENSMUSG00000030236	Q9JJL3	
ENSMUSG00000022964		D6RJK9
ENSMUSG00000030236		A0A0N4SUN2
ENSMUSG00000011179	P00860	
ENSMUSG00000022964		D6RH99
ENSMUSG00000091407		K7N6V1
ENSMUSG00000091407		A0A3Q4EHI3
ENSMUSG00000091407		A0A3Q4EGQ0
ENSMUSG00000076512		A0A140T8N8
ENSMUSG00000011179		A0A1Y7VMF9
ENSMUSG00000095497		A0A140T8M9
ENSMUSG00000058586		E9Q8E7
ENSMUSG00000011179		A0A1Y7VJC5
ENSMUSG00000058586		E9Q2Z9
ENSMUSG00000084927		L7N264
ENSMUSG00000076514		A0A0G2JFA8
ENSMUSG00000037134	Q3U3W5	
ENSMUSG00000071379	P62748	
ENSMUSG00000036502	Q8BHW5	
ENSMUSG00000076514		A0A075B5K3
ENSMUSG00000021368	Q9D0K0	
ENSMUSG00000036557	Q9DAG5	
ENSMUSG00000071379		A0A1Y7VMK3
ENSMUSG00000036557		A0A087WRD7
ENSMUSG00000094872		A0A140T8N0
ENSMUSG00000021368		A0A1Y7VM03
ENSMUSG00000036557		A0A087WQI0
ENSMUSG00000037134		A0A1B0GT44
ENSMUSG00000055531	Q6NVF9	
ENSMUSG00000021368		A0A1Y7VN27
ENSMUSG00000021368		A0A1Y7VJF2
ENSMUSG00000037134		F8WIU7
ENSMUSG00000021368		A0A1Y7VKU8
ENSMUSG00000055531		H3BJ30
ENSMUSG00000039131	Q9Z2H7	
ENSMUSG00000055531		H3BJW3
ENSMUSG00000055531		H3BKW0
ENSMUSG00000063998		Q8R266
ENSMUSG00000055531		H3BLM1
ENSMUSG00000048621		Q8BHV4
ENSMUSG00000051176		E9QK22
ENSMUSG00000048621		A2ALN9
ENSMUSG00000064063		Q80ZS7
ENSMUSG00000055531		H3BLM9
ENSMUSG00000094335		A0A140T8M0
ENSMUSG00000071490		Q8R268
ENSMUSG00000063900		Q6IMH6
ENSMUSG00000073197		J3QPX0
ENSMUSG00000036438	P0DP26	
ENSMUSG00000036438	P0DP27	
ENSMUSG00000036438	P0DP28	
ENSMUSG00000051335	Q3UHD2	
ENSMUSG00000073197		Q3UT17
ENSMUSG00000036438		A0A3Q4EHJ0
ENSMUSG00000051335		A0A1Y7VIZ4
ENSMUSG00000058586	Q9EPB5	Q80XK9
ENSMUSG00000036438		A0A571BE58
ENSMUSG00000056854	P62515	A6H6L6
ENSMUSG00000060024		Q8R278
ENSMUSG00000058586		E9Q5R2
ENSMUSG00000060024		A0A2I3BPD2
ENSMUSG00000058586		Q3U3G8
ENSMUSG00000030237	Q9EP96	
ENSMUSG00000061829		Q8R279
ENSMUSG00000030237		E9PWV5
ENSMUSG00000028035	Q9D832	
ENSMUSG00000099917		Q8R264
ENSMUSG00000058586		F6TMN2
ENSMUSG00000062518		A2A7A1
ENSMUSG00000115697		Q8R257
ENSMUSG00000037544		A0A0R4J0G7
ENSMUSG00000078495		A2A7A2
ENSMUSG00000037544		J3QPN1
ENSMUSG00000116057		Q8R257
ENSMUSG00000115791		Q8R270
ENSMUSG00000028035		A0A0G2JEM9
ENSMUSG00000115020		Q8R261
ENSMUSG00000059423		Q6PEE4
ENSMUSG00000115020		A0A2I3BRZ5
ENSMUSG00000059423		Q3V2G0
ENSMUSG00000037544		A0A2I3BPW9
ENSMUSG00000022346	P01108	
ENSMUSG00000076518	P01627	
ENSMUSG00000061376		Q8R271
ENSMUSG00000037544		A0A2I3BQS1
ENSMUSG00000076518		A0A075B5K5
ENSMUSG00000022346		A0A991B922
ENSMUSG00000037544		E9QQ48
ENSMUSG00000096099		Q8R272
ENSMUSG00000095771		A0A140T8P9
